meanWidth,meanHeight,meanLength,meanVolume,countStacking,countTurnover,boxesCount,loadingWidth,loadingHeight,loadingLength
1605.7142857142858,1597.142857142857,1040.0,2333656571.428571,3,0,7,2400.0,2500.0,6100.0
